commodity,variety,grade,min_price,modal_price,max_price,date,state,district,market,buffer_stock_qty_kg
Groundnut Oil,Filtered,FAQ,185.01,203.73,215.61,2025-03-27,Delhi,Delhi,Azadpur APMC,2182
Wheat,Sharbati,FAQ,27.03,29.93,32.24,2024-12-12,Delhi,Delhi,Azadpur APMC,5433
Onion,Red/Nashik,FAQ,24.04,26.39,27.83,2025-11-04,Karnataka,Bengaluru,Yeshwantpur APMC,6335
Potato,Desi/Local,FAQ,18.23,20.0,21.63,2024-12-04,Karnataka,Bengaluru,Yeshwantpur APMC,5015
Masoor Dal,Red,FAQ,85.15,90.82,97.51,2025-07-04,Uttar Pradesh,Lucknow,Dubagga Mandi,4050
Milk,Toned,FAQ,49.03,52.37,55.37,2025-08-14,Delhi,Delhi,Azadpur APMC,5517
Potato,Desi/Local,FAQ,19.29,20.36,21.64,2025-10-27,Delhi,Delhi,Azadpur APMC,5661
Atta,Whole Wheat,FAQ,29.98,32.42,35.64,2025-10-21,Maharashtra,Mumbai,Vashi APMC,5026
Salt,Iodized,FAQ,19.22,20.34,22.25,2025-08-24,Karnataka,Bengaluru,Yeshwantpur APMC,4556
Wheat,Sharbati,FAQ,28.19,29.87,32.47,2024-12-22,Maharashtra,Mumbai,Vashi APMC,5420
Wheat,Sharbati,FAQ,23.26,25.18,27.15,2024-11-06,Uttar Pradesh,Lucknow,Dubagga Mandi,5667
Gram Dal,Desi,FAQ,63.42,69.48,73.95,2025-09-14,Karnataka,Bengaluru,Yeshwantpur APMC,5454
Masoor Dal,Red,FAQ,82.99,87.63,95.16,2025-06-15,Delhi,Delhi,Azadpur APMC,5210
Palm Oil,Imported,FAQ,82.6,88.84,97.39,2025-09-07,Uttar Pradesh,Lucknow,Dubagga Mandi,5465
Mustard Oil,Kachi Ghani,FAQ,129.18,138.16,150.56,2025-08-29,Uttar Pradesh,Lucknow,Dubagga Mandi,5609
Onion,Red/Nashik,FAQ,31.09,32.94,35.43,2025-07-24,Karnataka,Bengaluru,Yeshwantpur APMC,5287
Wheat,Sharbati,FAQ,32.53,34.34,36.85,2025-02-13,Delhi,Delhi,Azadpur APMC,4957
Potato,Desi/Local,FAQ,20.32,21.85,23.75,2024-11-20,Karnataka,Bengaluru,Yeshwantpur APMC,5371
Milk,Toned,FAQ,50.76,54.51,58.66,2025-01-21,Delhi,Delhi,Azadpur APMC,4715
Salt,Iodized,FAQ,18.11,19.6,21.44,2025-08-06,Karnataka,Bengaluru,Yeshwantpur APMC,5288
Onion,Red/Nashik,FAQ,27.39,30.0,31.73,2024-12-05,Karnataka,Bengaluru,Yeshwantpur APMC,5426
Palm Oil,Imported,FAQ,85.55,90.13,98.46,2024-10-28,Maharashtra,Mumbai,Vashi APMC,5189
Sugar,M-30,FAQ,39.95,43.73,48.04,2025-05-07,Karnataka,Bengaluru,Yeshwantpur APMC,5183
Atta,Whole Wheat,FAQ,29.51,32.46,34.33,2025-08-05,Uttar Pradesh,Lucknow,Dubagga Mandi,4796
Masoor Dal,Red,FAQ,74.22,78.82,84.86,2024-11-29,Delhi,Delhi,Azadpur APMC,5402
Tur Dal,Unpolished,FAQ,114.64,123.04,133.71,2025-03-30,Uttar Pradesh,Lucknow,Dubagga Mandi,3299
Salt,Iodized,FAQ,19.74,21.35,23.25,2025-02-14,Maharashtra,Mumbai,Vashi APMC,4481
Onion,Red/Nashik,FAQ,25.64,27.07,29.63,2025-10-28,Maharashtra,Mumbai,Vashi APMC,5428
Groundnut Oil,Filtered,FAQ,177.01,192.5,202.87,2025-05-16,Delhi,Delhi,Azadpur APMC,3852
Masoor Dal,Red,FAQ,82.38,89.12,96.36,2025-01-17,Delhi,Delhi,Azadpur APMC,4799
Garlic,Desi,FAQ,113.93,120.56,130.0,2025-11-23,Delhi,Delhi,Azadpur APMC,5149
Sunflower Oil,Refined,FAQ,117.52,128.49,136.68,2025-01-04,Uttar Pradesh,Lucknow,Dubagga Mandi,4880
Urad Dal,Black,FAQ,109.32,116.77,125.86,2025-04-17,Uttar Pradesh,Lucknow,Dubagga Mandi,3767
Moong Dal,Split,FAQ,96.71,102.75,109.25,2025-02-25,Maharashtra,Mumbai,Vashi APMC,4243
Soya Oil,Refined,FAQ,121.46,127.9,135.24,2025-10-29,Delhi,Delhi,Azadpur APMC,4325
Palm Oil,Imported,FAQ,99.12,104.36,111.44,2025-02-17,Delhi,Delhi,Azadpur APMC,4007
Tomato,Hybrid,FAQ,44.23,48.95,51.4,2025-01-27,Maharashtra,Mumbai,Vashi APMC,4490
Tur Dal,Unpolished,FAQ,111.71,118.08,126.3,2025-01-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4553
Soya Oil,Refined,FAQ,120.92,132.24,142.75,2025-06-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4484
Tur Dal,Unpolished,FAQ,96.54,103.56,111.04,2024-10-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5667
Sunflower Oil,Refined,FAQ,112.78,119.24,129.71,2024-11-26,Uttar Pradesh,Lucknow,Dubagga Mandi,6253
Ginger,Local,FAQ,95.51,101.68,111.59,2025-02-14,Karnataka,Bengaluru,Yeshwantpur APMC,3575
Atta,Whole Wheat,FAQ,29.17,30.83,32.55,2025-10-16,Maharashtra,Mumbai,Vashi APMC,4921
Sugar,M-30,FAQ,39.44,42.77,46.99,2025-10-09,Uttar Pradesh,Lucknow,Dubagga Mandi,4891
Palm Oil,Imported,FAQ,88.51,93.23,102.22,2025-08-26,Delhi,Delhi,Azadpur APMC,5646
Sunflower Oil,Refined,FAQ,118.86,128.63,141.34,2025-01-24,Uttar Pradesh,Lucknow,Dubagga Mandi,5429
Tur Dal,Unpolished,FAQ,95.9,104.56,112.76,2025-09-02,Maharashtra,Mumbai,Vashi APMC,5248
Urad Dal,Black,FAQ,89.77,96.34,104.01,2025-07-05,Karnataka,Bengaluru,Yeshwantpur APMC,5494
Milk,Toned,FAQ,55.33,58.7,63.59,2025-11-08,Karnataka,Bengaluru,Yeshwantpur APMC,4144
Ginger,Local,FAQ,98.22,105.07,112.99,2025-03-28,Uttar Pradesh,Lucknow,Dubagga Mandi,3845
Ginger,Local,FAQ,89.39,97.87,104.14,2025-04-23,Delhi,Delhi,Azadpur APMC,3910
Groundnut Oil,Filtered,FAQ,182.15,192.46,203.28,2025-07-14,Uttar Pradesh,Lucknow,Dubagga Mandi,3421
Garlic,Desi,FAQ,127.52,137.78,146.71,2025-02-28,Maharashtra,Mumbai,Vashi APMC,2857
Milk,Toned,FAQ,48.07,53.24,58.01,2025-09-22,Maharashtra,Mumbai,Vashi APMC,4680
Sugar,M-30,FAQ,37.48,40.48,43.38,2025-11-08,Karnataka,Bengaluru,Yeshwantpur APMC,5184
Tomato,Hybrid,FAQ,37.56,40.02,42.93,2024-12-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4855
Mustard Oil,Kachi Ghani,FAQ,131.66,144.16,155.35,2025-01-22,Delhi,Delhi,Azadpur APMC,4650
Groundnut Oil,Filtered,FAQ,181.58,192.21,208.45,2025-06-02,Karnataka,Bengaluru,Yeshwantpur APMC,4095
Gram Dal,Desi,FAQ,71.38,76.44,81.1,2025-01-05,Uttar Pradesh,Lucknow,Dubagga Mandi,4725
Sugar,M-30,FAQ,37.28,40.01,43.0,2024-11-22,Karnataka,Bengaluru,Yeshwantpur APMC,5047
Palm Oil,Imported,FAQ,90.19,96.01,100.96,2025-09-22,Karnataka,Bengaluru,Yeshwantpur APMC,4556
Atta,Whole Wheat,FAQ,34.91,37.0,40.6,2025-06-03,Uttar Pradesh,Lucknow,Dubagga Mandi,5003
Potato,Desi/Local,FAQ,22.09,23.46,25.06,2024-12-11,Uttar Pradesh,Lucknow,Dubagga Mandi,5303
Urad Dal,Black,FAQ,88.44,97.21,102.3,2025-11-03,Uttar Pradesh,Lucknow,Dubagga Mandi,5860
Garlic,Desi,FAQ,123.92,135.88,144.18,2025-04-09,Maharashtra,Mumbai,Vashi APMC,3056
Soya Oil,Refined,FAQ,113.11,125.65,134.0,2025-07-22,Maharashtra,Mumbai,Vashi APMC,5025
Tomato,Hybrid,FAQ,27.08,29.85,32.07,2025-09-06,Maharashtra,Mumbai,Vashi APMC,5602
Mustard Oil,Kachi Ghani,FAQ,120.61,129.47,140.62,2024-11-03,Delhi,Delhi,Azadpur APMC,6452
Salt,Iodized,FAQ,20.23,21.75,23.82,2025-01-25,Karnataka,Bengaluru,Yeshwantpur APMC,5011
Onion,Red/Nashik,FAQ,44.59,48.09,51.61,2025-03-24,Karnataka,Bengaluru,Yeshwantpur APMC,3381
Urad Dal,Black,FAQ,104.13,113.18,120.37,2025-01-16,Karnataka,Bengaluru,Yeshwantpur APMC,4681
Sunflower Oil,Refined,FAQ,135.51,146.93,155.86,2025-04-09,Uttar Pradesh,Lucknow,Dubagga Mandi,3788
Milk,Toned,FAQ,49.84,53.6,57.58,2025-02-02,Delhi,Delhi,Azadpur APMC,4804
Palm Oil,Imported,FAQ,87.56,96.54,103.24,2025-07-31,Uttar Pradesh,Lucknow,Dubagga Mandi,4406
Tomato,Hybrid,FAQ,34.81,36.89,38.79,2025-11-14,Delhi,Delhi,Azadpur APMC,5386
Rice,Basmati/Common,FAQ,45.79,49.98,53.43,2025-04-09,Maharashtra,Mumbai,Vashi APMC,4269
Sunflower Oil,Refined,FAQ,103.78,114.9,125.03,2024-10-31,Delhi,Delhi,Azadpur APMC,6710
Rice,Basmati/Common,FAQ,44.95,49.16,52.12,2025-03-31,Uttar Pradesh,Lucknow,Dubagga Mandi,4668
Tur Dal,Unpolished,FAQ,92.26,97.31,104.59,2025-08-27,Delhi,Delhi,Azadpur APMC,6300
Wheat,Sharbati,FAQ,26.16,28.29,29.81,2024-12-19,Uttar Pradesh,Lucknow,Dubagga Mandi,5188
Salt,Iodized,FAQ,18.22,19.38,21.29,2024-11-30,Delhi,Delhi,Azadpur APMC,5547
Groundnut Oil,Filtered,FAQ,165.05,182.78,200.88,2025-10-31,Delhi,Delhi,Azadpur APMC,4391
Gram Dal,Desi,FAQ,72.39,78.15,82.92,2025-08-24,Delhi,Delhi,Azadpur APMC,4934
Green Chilli,Teja,FAQ,64.55,70.78,76.32,2025-04-03,Uttar Pradesh,Lucknow,Dubagga Mandi,4124
Mustard Oil,Kachi Ghani,FAQ,129.38,136.32,147.53,2025-09-09,Maharashtra,Mumbai,Vashi APMC,5701
Rice,Basmati/Common,FAQ,44.8,47.31,51.81,2025-03-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4795
Ginger,Local,FAQ,78.82,87.12,94.78,2025-09-17,Karnataka,Bengaluru,Yeshwantpur APMC,5585
Rice,Basmati/Common,FAQ,46.96,51.97,56.28,2025-05-01,Uttar Pradesh,Lucknow,Dubagga Mandi,4065
Garlic,Desi,FAQ,107.92,114.49,125.74,2025-10-29,Maharashtra,Mumbai,Vashi APMC,5108
Soya Oil,Refined,FAQ,127.7,138.47,147.27,2025-02-03,Karnataka,Bengaluru,Yeshwantpur APMC,3674
Garlic,Desi,FAQ,105.84,116.29,126.42,2025-08-09,Karnataka,Bengaluru,Yeshwantpur APMC,5685
Ginger,Local,FAQ,72.47,80.24,86.15,2025-11-08,Delhi,Delhi,Azadpur APMC,6003
Milk,Toned,FAQ,51.93,57.64,61.79,2025-06-01,Uttar Pradesh,Lucknow,Dubagga Mandi,4720
Tur Dal,Unpolished,FAQ,88.78,94.3,103.2,2024-11-05,Maharashtra,Mumbai,Vashi APMC,6284
Ginger,Local,FAQ,85.41,93.41,101.67,2025-06-20,Maharashtra,Mumbai,Vashi APMC,4925
Wheat,Sharbati,FAQ,31.62,33.67,35.53,2025-03-23,Maharashtra,Mumbai,Vashi APMC,4180
Milk,Toned,FAQ,53.64,58.77,62.55,2025-02-26,Delhi,Delhi,Azadpur APMC,4806
Gram Dal,Desi,FAQ,75.35,81.46,85.61,2025-04-20,Maharashtra,Mumbai,Vashi APMC,4787
Potato,Desi/Local,FAQ,22.3,23.99,25.71,2024-12-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4901
Tur Dal,Unpolished,FAQ,94.17,104.42,109.95,2024-11-17,Delhi,Delhi,Azadpur APMC,5192
Potato,Desi/Local,FAQ,24.97,26.64,28.9,2025-06-22,Karnataka,Bengaluru,Yeshwantpur APMC,4622
Groundnut Oil,Filtered,FAQ,157.07,168.77,182.34,2025-08-01,Maharashtra,Mumbai,Vashi APMC,6389
Masoor Dal,Red,FAQ,76.97,81.97,86.56,2025-08-08,Maharashtra,Mumbai,Vashi APMC,5340
Tur Dal,Unpolished,FAQ,87.77,96.5,104.89,2025-09-08,Delhi,Delhi,Azadpur APMC,6196
Milk,Toned,FAQ,44.97,49.6,52.3,2024-11-21,Karnataka,Bengaluru,Yeshwantpur APMC,5973
Sugar,M-30,FAQ,37.21,41.32,44.94,2025-06-12,Maharashtra,Mumbai,Vashi APMC,4639
Onion,Red/Nashik,FAQ,24.73,26.04,28.35,2024-11-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5990
Milk,Toned,FAQ,52.88,56.91,60.22,2024-12-31,Delhi,Delhi,Azadpur APMC,4654
Gram Dal,Desi,FAQ,84.02,90.96,98.63,2025-02-08,Maharashtra,Mumbai,Vashi APMC,3019
Salt,Iodized,FAQ,17.29,19.17,20.9,2024-10-24,Maharashtra,Mumbai,Vashi APMC,4646
Sunflower Oil,Refined,FAQ,134.71,146.86,157.54,2025-06-02,Karnataka,Bengaluru,Yeshwantpur APMC,3392
Garlic,Desi,FAQ,106.61,116.42,124.17,2025-06-25,Delhi,Delhi,Azadpur APMC,4897
Tur Dal,Unpolished,FAQ,102.98,112.4,119.19,2025-06-29,Karnataka,Bengaluru,Yeshwantpur APMC,5238
Green Chilli,Teja,FAQ,56.83,61.06,64.52,2025-01-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4872
Sugar,M-30,FAQ,38.75,42.2,45.37,2025-07-12,Delhi,Delhi,Azadpur APMC,4714
Tomato,Hybrid,FAQ,49.55,54.06,57.66,2025-03-28,Delhi,Delhi,Azadpur APMC,3483
Palm Oil,Imported,FAQ,96.25,105.05,111.41,2025-05-31,Uttar Pradesh,Lucknow,Dubagga Mandi,3698
Soya Oil,Refined,FAQ,119.13,126.61,137.15,2025-07-18,Karnataka,Bengaluru,Yeshwantpur APMC,4988
Green Chilli,Teja,FAQ,51.45,56.46,60.33,2024-11-05,Delhi,Delhi,Azadpur APMC,5178
Soya Oil,Refined,FAQ,123.42,135.45,143.91,2025-01-22,Delhi,Delhi,Azadpur APMC,3678
Groundnut Oil,Filtered,FAQ,161.66,178.74,195.22,2025-09-22,Karnataka,Bengaluru,Yeshwantpur APMC,5233
Green Chilli,Teja,FAQ,59.32,65.17,69.74,2025-04-27,Karnataka,Bengaluru,Yeshwantpur APMC,4173
Masoor Dal,Red,FAQ,80.36,86.05,90.94,2025-11-24,Karnataka,Bengaluru,Yeshwantpur APMC,4539
Potato,Desi/Local,FAQ,17.31,18.79,20.02,2025-10-03,Maharashtra,Mumbai,Vashi APMC,5566
Groundnut Oil,Filtered,FAQ,171.23,185.12,199.4,2025-06-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4904
Milk,Toned,FAQ,51.28,54.52,58.97,2025-05-31,Karnataka,Bengaluru,Yeshwantpur APMC,4673
Onion,Red/Nashik,FAQ,39.19,41.63,45.39,2025-01-16,Karnataka,Bengaluru,Yeshwantpur APMC,4271
Sugar,M-30,FAQ,34.64,37.05,39.94,2025-09-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5974
Soya Oil,Refined,FAQ,122.97,136.21,144.46,2025-05-05,Maharashtra,Mumbai,Vashi APMC,3556
Sugar,M-30,FAQ,41.52,44.92,47.92,2025-03-09,Karnataka,Bengaluru,Yeshwantpur APMC,4575
Salt,Iodized,FAQ,18.79,20.7,22.21,2025-01-20,Karnataka,Bengaluru,Yeshwantpur APMC,4978
Green Chilli,Teja,FAQ,60.0,63.6,69.65,2025-06-08,Maharashtra,Mumbai,Vashi APMC,4318
Tomato,Hybrid,FAQ,47.67,52.12,55.82,2025-04-29,Maharashtra,Mumbai,Vashi APMC,3498
Sunflower Oil,Refined,FAQ,126.1,137.45,150.02,2025-03-26,Maharashtra,Mumbai,Vashi APMC,4528
Milk,Toned,FAQ,56.64,60.06,65.7,2025-03-31,Maharashtra,Mumbai,Vashi APMC,4014
Palm Oil,Imported,FAQ,87.0,94.34,102.74,2025-10-11,Maharashtra,Mumbai,Vashi APMC,4624
Tur Dal,Unpolished,FAQ,103.47,111.0,119.09,2025-11-24,Delhi,Delhi,Azadpur APMC,4883
Onion,Red/Nashik,FAQ,38.42,40.6,43.41,2025-06-20,Karnataka,Bengaluru,Yeshwantpur APMC,4703
Tomato,Hybrid,FAQ,39.28,42.06,45.97,2024-12-25,Karnataka,Bengaluru,Yeshwantpur APMC,5054
Tomato,Hybrid,FAQ,48.26,52.35,56.43,2025-04-13,Uttar Pradesh,Lucknow,Dubagga Mandi,3934
Gram Dal,Desi,FAQ,70.48,76.04,83.22,2024-12-10,Uttar Pradesh,Lucknow,Dubagga Mandi,4776
Garlic,Desi,FAQ,122.88,130.96,139.29,2025-05-25,Maharashtra,Mumbai,Vashi APMC,4245
Rice,Basmati/Common,FAQ,41.05,43.69,47.3,2025-01-02,Delhi,Delhi,Azadpur APMC,5604
Mustard Oil,Kachi Ghani,FAQ,125.4,135.1,148.05,2025-11-09,Delhi,Delhi,Azadpur APMC,5549
Sugar,M-30,FAQ,43.93,46.98,50.9,2025-02-12,Delhi,Delhi,Azadpur APMC,4475
Green Chilli,Teja,FAQ,61.08,67.56,71.82,2025-02-26,Delhi,Delhi,Azadpur APMC,4625
Sugar,M-30,FAQ,35.9,38.4,41.44,2025-07-26,Uttar Pradesh,Lucknow,Dubagga Mandi,5740
Onion,Red/Nashik,FAQ,35.23,38.12,41.85,2024-12-26,Delhi,Delhi,Azadpur APMC,4553
Palm Oil,Imported,FAQ,101.92,108.47,118.56,2025-03-20,Karnataka,Bengaluru,Yeshwantpur APMC,3484
Salt,Iodized,FAQ,18.31,19.35,20.56,2025-07-30,Delhi,Delhi,Azadpur APMC,5298
Wheat,Sharbati,FAQ,32.25,35.08,38.44,2025-03-29,Maharashtra,Mumbai,Vashi APMC,4390
Salt,Iodized,FAQ,15.71,17.29,18.37,2025-11-09,Uttar Pradesh,Lucknow,Dubagga Mandi,5112
Moong Dal,Split,FAQ,88.29,94.54,102.89,2025-02-16,Maharashtra,Mumbai,Vashi APMC,5172
Tur Dal,Unpolished,FAQ,109.8,117.44,127.37,2025-07-08,Uttar Pradesh,Lucknow,Dubagga Mandi,4747
Potato,Desi/Local,FAQ,19.18,20.72,21.79,2024-11-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5008
Palm Oil,Imported,FAQ,81.76,87.59,92.44,2024-10-22,Uttar Pradesh,Lucknow,Dubagga Mandi,5816
Onion,Red/Nashik,FAQ,26.61,29.49,32.42,2025-07-26,Uttar Pradesh,Lucknow,Dubagga Mandi,5515
Wheat,Sharbati,FAQ,31.16,33.32,35.65,2025-03-13,Maharashtra,Mumbai,Vashi APMC,4359
Tomato,Hybrid,FAQ,30.09,32.78,35.79,2025-08-20,Maharashtra,Mumbai,Vashi APMC,5922
Masoor Dal,Red,FAQ,70.74,76.69,84.04,2025-09-09,Karnataka,Bengaluru,Yeshwantpur APMC,5573
Soya Oil,Refined,FAQ,113.87,124.04,135.95,2025-11-01,Maharashtra,Mumbai,Vashi APMC,5274
Sunflower Oil,Refined,FAQ,130.51,138.63,149.69,2025-01-11,Delhi,Delhi,Azadpur APMC,4553
Milk,Toned,FAQ,51.2,55.01,58.52,2025-11-19,Karnataka,Bengaluru,Yeshwantpur APMC,5083
Sugar,M-30,FAQ,39.96,43.94,47.56,2025-04-11,Maharashtra,Mumbai,Vashi APMC,4308
Salt,Iodized,FAQ,18.69,19.72,21.4,2024-12-20,Maharashtra,Mumbai,Vashi APMC,5017
Palm Oil,Imported,FAQ,86.34,95.24,100.19,2025-10-27,Uttar Pradesh,Lucknow,Dubagga Mandi,4700
Sugar,M-30,FAQ,37.69,40.04,44.03,2025-09-17,Maharashtra,Mumbai,Vashi APMC,4852
Onion,Red/Nashik,FAQ,25.68,27.05,28.83,2025-09-07,Delhi,Delhi,Azadpur APMC,6186
Sunflower Oil,Refined,FAQ,109.59,119.82,128.53,2025-11-01,Karnataka,Bengaluru,Yeshwantpur APMC,6345
Atta,Whole Wheat,FAQ,33.88,36.67,40.14,2025-06-23,Uttar Pradesh,Lucknow,Dubagga Mandi,4527
Atta,Whole Wheat,FAQ,33.59,37.07,39.76,2025-08-20,Karnataka,Bengaluru,Yeshwantpur APMC,4772
Gram Dal,Desi,FAQ,68.78,73.71,79.96,2024-11-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5340
Sugar,M-30,FAQ,37.49,40.56,44.32,2025-11-14,Delhi,Delhi,Azadpur APMC,5553
Tomato,Hybrid,FAQ,49.39,52.57,56.34,2025-04-21,Karnataka,Bengaluru,Yeshwantpur APMC,3265
Tur Dal,Unpolished,FAQ,90.4,99.64,107.05,2024-11-04,Delhi,Delhi,Azadpur APMC,5781
Sunflower Oil,Refined,FAQ,120.58,127.46,134.51,2025-08-04,Karnataka,Bengaluru,Yeshwantpur APMC,5028
Milk,Toned,FAQ,50.14,55.06,58.81,2025-07-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5392
Milk,Toned,FAQ,45.05,48.02,50.74,2024-11-25,Maharashtra,Mumbai,Vashi APMC,5296
Palm Oil,Imported,FAQ,92.83,100.62,107.32,2024-12-24,Delhi,Delhi,Azadpur APMC,4036
Potato,Desi/Local,FAQ,26.35,28.85,31.67,2025-06-23,Karnataka,Bengaluru,Yeshwantpur APMC,4974
Urad Dal,Black,FAQ,92.31,100.07,110.04,2024-11-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5390
Sugar,M-30,FAQ,46.64,50.13,54.7,2025-04-06,Delhi,Delhi,Azadpur APMC,4139
Potato,Desi/Local,FAQ,26.86,28.47,30.94,2025-05-21,Uttar Pradesh,Lucknow,Dubagga Mandi,5048
Garlic,Desi,FAQ,121.39,128.15,139.7,2025-04-06,Uttar Pradesh,Lucknow,Dubagga Mandi,3979
Wheat,Sharbati,FAQ,31.06,32.79,35.11,2025-02-23,Delhi,Delhi,Azadpur APMC,5188
Urad Dal,Black,FAQ,106.04,114.97,123.44,2025-05-07,Uttar Pradesh,Lucknow,Dubagga Mandi,4070
Soya Oil,Refined,FAQ,124.68,137.26,145.61,2025-06-05,Karnataka,Bengaluru,Yeshwantpur APMC,4081
Onion,Red/Nashik,FAQ,38.53,42.6,46.0,2025-02-25,Maharashtra,Mumbai,Vashi APMC,4551
Potato,Desi/Local,FAQ,27.05,28.92,31.73,2025-06-16,Delhi,Delhi,Azadpur APMC,4855
Masoor Dal,Red,FAQ,84.56,93.3,101.84,2025-03-15,Maharashtra,Mumbai,Vashi APMC,4611
Sugar,M-30,FAQ,39.02,43.05,46.3,2025-11-21,Uttar Pradesh,Lucknow,Dubagga Mandi,5333
Urad Dal,Black,FAQ,92.98,101.52,108.35,2024-12-08,Uttar Pradesh,Lucknow,Dubagga Mandi,5256
Tur Dal,Unpolished,FAQ,113.01,123.75,131.25,2025-06-20,Maharashtra,Mumbai,Vashi APMC,3661
Milk,Toned,FAQ,50.72,54.99,59.56,2025-02-06,Karnataka,Bengaluru,Yeshwantpur APMC,4767
Rice,Basmati/Common,FAQ,50.75,54.29,57.18,2025-05-04,Uttar Pradesh,Lucknow,Dubagga Mandi,4043
Urad Dal,Black,FAQ,94.63,103.45,111.25,2025-10-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4705
Sugar,M-30,FAQ,38.74,42.96,45.89,2025-01-01,Maharashtra,Mumbai,Vashi APMC,4827
Rice,Basmati/Common,FAQ,49.87,53.41,58.64,2025-02-22,Delhi,Delhi,Azadpur APMC,3742
Tur Dal,Unpolished,FAQ,95.84,104.23,109.93,2025-09-14,Karnataka,Bengaluru,Yeshwantpur APMC,5947
Tur Dal,Unpolished,FAQ,108.37,118.52,129.38,2025-05-11,Maharashtra,Mumbai,Vashi APMC,4403
Masoor Dal,Red,FAQ,81.51,87.11,93.42,2024-12-21,Maharashtra,Mumbai,Vashi APMC,4491
Palm Oil,Imported,FAQ,93.16,99.42,105.58,2025-06-28,Delhi,Delhi,Azadpur APMC,4711
Wheat,Sharbati,FAQ,27.31,28.95,30.68,2025-01-16,Maharashtra,Mumbai,Vashi APMC,4757
Mustard Oil,Kachi Ghani,FAQ,134.94,149.31,158.54,2025-01-30,Maharashtra,Mumbai,Vashi APMC,3775
Onion,Red/Nashik,FAQ,37.89,40.12,42.2,2025-06-27,Karnataka,Bengaluru,Yeshwantpur APMC,4329
Mustard Oil,Kachi Ghani,FAQ,129.7,142.57,149.98,2025-09-25,Maharashtra,Mumbai,Vashi APMC,4763
Soya Oil,Refined,FAQ,126.46,139.47,146.71,2025-05-20,Uttar Pradesh,Lucknow,Dubagga Mandi,3783
Tur Dal,Unpolished,FAQ,115.86,124.21,133.82,2025-04-25,Karnataka,Bengaluru,Yeshwantpur APMC,3124
Urad Dal,Black,FAQ,91.89,100.42,109.6,2024-11-29,Delhi,Delhi,Azadpur APMC,5247
Moong Dal,Split,FAQ,94.7,102.88,111.31,2025-03-27,Maharashtra,Mumbai,Vashi APMC,3836
Mustard Oil,Kachi Ghani,FAQ,137.9,147.2,158.32,2025-02-08,Karnataka,Bengaluru,Yeshwantpur APMC,4088
Onion,Red/Nashik,FAQ,40.63,43.42,46.39,2025-03-25,Karnataka,Bengaluru,Yeshwantpur APMC,3705
Sunflower Oil,Refined,FAQ,120.97,130.75,140.32,2025-11-15,Uttar Pradesh,Lucknow,Dubagga Mandi,4625
Groundnut Oil,Filtered,FAQ,169.35,185.51,199.34,2025-11-09,Uttar Pradesh,Lucknow,Dubagga Mandi,4855
Salt,Iodized,FAQ,17.75,19.09,20.2,2025-09-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5128
Urad Dal,Black,FAQ,107.87,117.9,127.75,2025-07-07,Karnataka,Bengaluru,Yeshwantpur APMC,3331
Soya Oil,Refined,FAQ,122.63,132.94,146.18,2025-02-28,Karnataka,Bengaluru,Yeshwantpur APMC,4389
Urad Dal,Black,FAQ,90.88,97.07,102.23,2024-10-29,Uttar Pradesh,Lucknow,Dubagga Mandi,6188
Ginger,Local,FAQ,88.38,93.77,99.4,2025-06-26,Maharashtra,Mumbai,Vashi APMC,4328
Groundnut Oil,Filtered,FAQ,143.89,156.9,171.99,2024-10-24,Karnataka,Bengaluru,Yeshwantpur APMC,6946
Green Chilli,Teja,FAQ,54.6,59.14,63.76,2025-01-21,Uttar Pradesh,Lucknow,Dubagga Mandi,4910
Atta,Whole Wheat,FAQ,34.06,36.85,38.91,2025-03-12,Maharashtra,Mumbai,Vashi APMC,5066
Potato,Desi/Local,FAQ,26.53,28.0,30.66,2025-01-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4317
Masoor Dal,Red,FAQ,88.1,96.38,102.55,2025-02-24,Maharashtra,Mumbai,Vashi APMC,4280
Gram Dal,Desi,FAQ,63.43,69.41,76.13,2025-09-21,Karnataka,Bengaluru,Yeshwantpur APMC,5099
Gram Dal,Desi,FAQ,78.94,86.57,94.92,2025-02-03,Maharashtra,Mumbai,Vashi APMC,3540
Urad Dal,Black,FAQ,94.6,102.4,111.87,2025-09-25,Delhi,Delhi,Azadpur APMC,5686
Atta,Whole Wheat,FAQ,30.42,33.68,36.17,2025-11-01,Uttar Pradesh,Lucknow,Dubagga Mandi,5234
Masoor Dal,Red,FAQ,68.35,75.73,80.28,2024-10-26,Delhi,Delhi,Azadpur APMC,5936
